#,Пара,Dir,TF,Основание,Entry_Z,Entry_HR,Stop_Z,Entry_Time,Entry_Price1,Entry_Price2,Current_Z,Current_HR,P&L_%,Hours_In,HL_hours,Price1_Now,Price2_Now,Hurst,Correlation,P-value,Z_Window,Exit_Signal,Exit_Urgency,Z_Toward_Zero,PnL_Z_Disagree,Quality_Warnings
353,LINK/LTC,LONG,1h,🤖,-3.0243,0.143387,5.0243,2026-04-02T08:31,8.51,52.08,-0.8227,0.1723,-0.1373,1.3,0.7,8.544,52.44,0.1206,0.8908,0.552847,10,📉 Best Z (since entry): +0.70 → now -0.82 (bounce ≥0.8). Z-trailing stop. | ⏰ В позиции 1ч = 1.8x HL. Если Z не вернулся — рассмотрите выход.,2,True,True,⚠️ P-value=0.553 — коинтеграция ослабла!
