#,Пара,Dir,TF,Entry_Z,Current_Z,Entry_HR,Current_HR,HR_Drift_%,P&L_%,Hours_In,HL_hours,Hurst,P-value,Z_Toward_Zero,Exit_Signal,Entry_Time,Entry_P1,Entry_P2,Now_P1,Now_P2
345,ETC/ATOM,LONG,1h,-3.9817,-0.5526826616317432,2.97766,3.0560048924217234,2.6,-1.778,11.2,1.4,0.122,0.4979,True,⏰ В позиции 11ч = 7.9x HL (1ч). Коинтегр,2026-03-30T22:58:03.590747+03:00,8.038,1.6611,8.132,1.6982
346,ZRO/POL,LONG,1h,-3.4787,1.9277261858992303,2.751923,26.97530895159347,880.2,-1.3368,11.2,2.3,0.304,0.5747,True,⏰ В позиции 11ч = 4.9x HL (2ч). Коинтегр,2026-03-30T22:58:20.662813+03:00,1.9151,0.09054,1.8571,0.0907
