#,Пара,Dir,TF,Entry_Z,Current_Z,Entry_HR,Current_HR,HR_Drift_%,P&L_%,Hours_In,HL_hours,Hurst,P-value,Z_Toward_Zero,Exit_Signal,Entry_Time,Entry_P1,Entry_P2,Now_P1,Now_P2
310,AXS/LIT,LONG,4h,-2.8035,-1.0357716720113688,0.220764,0.2268744692952987,2.8,-1.8559,11.8,6.1,0.19,0.0044,True,⏰ В позиции 12ч = 1.9x HL. Если Z не вер,2026-03-26T06:35:56.938090+03:00,1.101,0.9916,1.0692,0.9417
312,BNB/BCH,LONG,4h,-1.7605,-0.6896399885461855,0.787518,0.5139438619853218,34.7,-0.94,11.8,3.0,0.096,0.0003,True,⏰ В позиции 12ч = 3.9x HL (3ч). Коинтегр,2026-03-26T06:36:56.993212+03:00,642.1,470.7,627.2,462.6
313,LINK/BARD,LONG,4h,-3.5029,-4.104676372788039,1.124337,1.1395464342839772,1.4,0.2564,8.8,8.3,0.213,0.0169,False,⏳ В позиции 9ч = 1.1x HL. Следите за Z. ,2026-03-26T09:34:58.348558+03:00,9.092,0.4329,8.9,0.4194
314,ADA/POL,LONG,4h,-1.6971,-0.8011846287639792,1.936443,1.8415469302246794,4.9,0.1257,7.7,9.0,0.309,0.0027,True,,2026-03-26T10:40:30.574168+03:00,0.2617,0.09596,0.2556,0.09404
315,DOGE/DYDX,LONG,4h,-3.9553,-2.1539532882460795,0.649829,0.6329891709644712,2.6,-1.2392,7.7,11.7,0.211,0.0015,True,,2026-03-26T10:40:34.613334+03:00,0.09259,0.08701,0.0909,0.08642
316,LINK/INJ,LONG,4h,-2.1953,-2.065504910381222,2.071517,2.0411218708219034,1.5,-0.1393,7.7,4.1,0.128,0.0402,True,⏰ В позиции 8ч = 1.9x HL. Если Z не верн,2026-03-26T10:40:36.113366+03:00,9.098,2.992,8.9,2.949
