#,Пара,Dir,TF,Entry_Z,Current_Z,Entry_HR,Current_HR,HR_Drift_%,P&L_%,Hours_In,HL_hours,Hurst,P-value,Z_Toward_Zero,Exit_Signal,Entry_Time,Entry_P1,Entry_P2,Now_P1,Now_P2
304,SUI/VIRTUAL,SHORT,4h,4.0415,-0.07251842150167231,0.961508,0.9503501780890355,1.2,-0.5131,16.0,7.0,0.182,0.0057,True,⏰ В позиции 16ч = 2.3x HL (7ч). Коинтегр,2026-03-25T23:34:53.697038+03:00,0.9647,0.7246,0.9269,0.6934
305,DOT/IP,LONG,4h,-2.1169,1.5834956671634068,1.128618,1.1101105097916288,1.6,1.4494,13.9,9.9,0.218,0.0898,True,✅ MEAN REVERT (static Z) — закрывать!,2026-03-26T01:37:54.636299+03:00,1.3513,0.649,1.3246,0.615
309,LTC/BARD,LONG,4h,-2.1033,-2.256076342983556,3.627999,3.709945277321225,2.3,3.7308,9.9,8.1,0.192,0.0001,False,⏳ В позиции 10ч = 1.2x HL. Следите за Z.,2026-03-26T05:36:56.951391+03:00,56.17,0.4446,54.67,0.4179
310,AXS/LIT,LONG,4h,-2.8035,-0.5975281904074612,0.220764,0.22689831344996927,2.8,-1.4108,9.0,6.1,0.19,0.0043,True,⏳ В позиции 9ч = 1.5x HL. Следите за Z.,2026-03-26T06:35:56.938090+03:00,1.101,0.9916,1.0756,0.9434
312,BNB/BCH,LONG,4h,-1.7605,-0.3299944156857725,0.787518,0.5180748207999017,34.2,-0.7445,9.0,3.0,0.096,0.0003,True,⏰ В позиции 9ч = 3.0x HL (3ч). Коинтегра,2026-03-26T06:36:56.993212+03:00,642.1,470.7,628.8,462.0
313,LINK/BARD,LONG,4h,-3.5029,-3.572249588750502,1.124337,1.140766900578958,1.5,0.6418,6.0,8.2,0.213,0.0178,False,,2026-03-26T09:34:58.348558+03:00,9.092,0.4329,8.939,0.4179
314,ADA/POL,LONG,4h,-1.6971,-0.6181935852195741,1.936443,1.8403005035309838,5.0,0.0713,4.9,9.0,0.309,0.0026,True,,2026-03-26T10:40:30.574168+03:00,0.2617,0.09596,0.2574,0.09446
315,DOGE/DYDX,LONG,4h,-3.9553,-0.9726439290873463,0.649829,0.6335757081852977,2.5,-0.2873,4.9,11.6,0.211,0.0014,True,,2026-03-26T10:40:34.613334+03:00,0.09259,0.08701,0.09131,0.08491
316,LINK/INJ,LONG,4h,-2.1953,-1.3057359623003526,2.071517,2.045611364740315,1.3,-0.0673,4.9,4.0,0.128,0.0415,True,⏳ В позиции 5ч = 1.2x HL. Следите за Z.,2026-03-26T10:40:36.113366+03:00,9.098,2.992,8.939,2.952
