#,Пара,Dir,TF,Основание,Entry_Z,Entry_HR,Stop_Z,Entry_Time,Entry_Price1,Entry_Price2,Current_Z,Current_HR,P&L_%,Hours_In,HL_hours,Price1_Now,Price2_Now,Hurst,Correlation,P-value,Z_Window,Exit_Signal,Exit_Urgency,Z_Toward_Zero,PnL_Z_Disagree,Quality_Warnings
387,NOT/HMSTR,SHORT,1h,🤖,2.782,2.634583,4.782,2026-04-22T13:40,0.000412,0.000157,-2.239,1.0658,-0.4528,4.5,1.9,0.000412,0.000157,0.2071,0.5442,0.010926,10,📉 Best Z (since entry): -5.21 → now -2.24 (bounce ≥0.8). Z-trailing stop. | ⏰ В позиции 5ч = 2.4x HL (2ч). Коинтеграция могла разрушиться. СРОЧНЫЙ ВЫХОД.,3,True,False,
